ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
NorthernPao-306_tomorrow-1-1,NorthernPao-306_tomorrow-1,mɨ⁵³rau³³,3375,false,expert,,,,,1
NorthernPao-306_tomorrow-1-2,NorthernPao-306_tomorrow-1,mɨ⁵³rau³³,3640,false,expert,,,,,2
NorthernPao-307_tongue-1-1,NorthernPao-307_tongue-1,phle³³,3654,false,expert,,,,,1
NorthernPao-308_torn-1-1,NorthernPao-308_torn-1,thɛɁ⁴⁵,3667,false,expert,,,,,1
NorthernPao-309_tortoise-1-1,NorthernPao-309_tortoise-1,kleɁ²¹,3680,false,expert,,,,,1
NorthernPao-310_tread-1-1,NorthernPao-310_tread-1,jam⁵³,3693,false,expert,,,,,1
NorthernPao-311_trunkofatreefirewood-1-1,NorthernPao-311_trunkofatreefirewood-1,mɨŋ⁵³,3704,false,expert,,,,,1
NorthernPao-313_two-1-1,NorthernPao-313_two-1,ni³¹̈,3726,false,expert,,,,,1
NorthernPao-314_urine-1-1,NorthernPao-314_urine-1,ɕi⁵⁵,3740,false,expert,,,,,1
NorthernPao-315_vagina-1-1,NorthernPao-315_vagina-1,lin⁵³,3752,false,expert,,,,,1
NorthernPao-316_vomitv-1-1,NorthernPao-316_vomitv-1,prɔɁ²¹,3763,false,expert,,,,,1
NorthernPao-317_vulture-1-1,NorthernPao-317_vulture-1,lɛŋ⁵⁵taɁ⁴⁵,3775,false,expert,,,,,1
NorthernPao-317_vulture-1-2,NorthernPao-317_vulture-1,lɛŋ⁵⁵taɁ⁴⁵,3776,false,expert,,,,,2
NorthernPao-318_waist-1-1,NorthernPao-318_waist-1,~de³¹̈,2413,false,expert,,,,,1
NorthernPao-321_washtheface-1-1,NorthernPao-321_washtheface-1,phla⁵³,3850,false,expert,,,,,1
NorthernPao-322_washclothes-1-1,NorthernPao-322_washclothes-1,paɁ²¹chu⁵⁵,3840,false,expert,,,,,1
NorthernPao-322_washclothes-1-2,NorthernPao-322_washclothes-1,paɁ²¹chu⁵⁵,3839,false,expert,,,,,2
NorthernPao-323_wasp-1-1,NorthernPao-323_wasp-1,kaɁ²¹de³¹̈,3864,false,expert,,,,,1
NorthernPao-323_wasp-1-2,NorthernPao-323_wasp-1,kaɁ²¹de³¹̈,2413,false,expert,,,,,2
NorthernPao-324_water-1-1,NorthernPao-324_water-1,thi³¹̈,3878,false,expert,,,,,1
NorthernPao-325_wearashoulderbag-1-1,NorthernPao-325_wearashoulderbag-1,chɛŋ³¹̈,3891,false,expert,,,,,1
NorthernPao-327_weavebaskets-1-1,NorthernPao-327_weavebaskets-1,thɛŋ³¹̈,3903,false,expert,,,,,1
NorthernPao-328_weevil-1-1,NorthernPao-328_weevil-1,roŋ⁵³,3927,false,expert,,,,,1
NorthernPao-329_wet-1-1,NorthernPao-329_wet-1,cau⁵⁵,3938,false,expert,,,,,1
NorthernPao-330_white-1-1,NorthernPao-330_white-1,bwa³¹̈,3951,false,expert,,,,,1
NorthernPao-331_wide-1-1,NorthernPao-331_wide-1,lai⁵³,3963,false,expert,,,,,1
NorthernPao-332_wife-1-1,NorthernPao-332_wife-1,ma³¹̈,3977,false,expert,,,,,1
NorthernPao-333_wild-1-1,NorthernPao-333_wild-1,mi³³,316,false,expert,,,,,1
NorthernPao-334_win-1-1,NorthernPao-334_win-1,nəŋ³³,4002,false,expert,,,,,1
NorthernPao-335_wing-1-1,NorthernPao-335_wing-1,deɁ²¹,4012,false,expert,,,,,1
NorthernPao-336_wrongmistakeerror-1-1,NorthernPao-336_wrongmistakeerror-1,ma⁵⁵,4025,false,expert,,,,,1
NorthernPao-337_yampotato-1-1,NorthernPao-337_yampotato-1,nwɛ⁵⁵,4039,false,expert,,,,,1
NorthernPao-338_year-1-1,NorthernPao-338_year-1,neŋ⁵⁵,4051,false,expert,,,,,1
NorthernPao-340_yes-1-1,NorthernPao-340_yes-1,mwɛ⁵³,4074,false,expert,,,,,1
NorthernPao-341_youngsofttender-1-1,NorthernPao-341_youngsofttender-1,cha⁵³,4085,false,expert,,,,,1
NorthernPwo-1_allallgonewhole-1-1,NorthernPwo-1_allallgonewhole-1,lauɁ²¹,10,false,expert,,,,,1
NorthernPwo-2_ant-1-1,NorthernPwo-2_ant-1,thã¹¹̈,21,false,expert,,,,,1
NorthernPwo-3_arrive-1-1,NorthernPwo-3_arrive-1,thɔ³³,33,false,expert,,,,,1
NorthernPwo-4_arrowdart-1-1,NorthernPwo-4_arrowdart-1,pla¹¹̈,46,false,expert,,,,,1
NorthernPwo-5_ascendgouprise-1-1,NorthernPwo-5_ascendgouprise-1,thɛ̃³³,59,false,expert,,,,,1
NorthernPwo-7_astringent-1-1,NorthernPwo-7_astringent-1,kaiɁ⁴⁵,81,false,expert,,,,,1
NorthernPwo-8_bamboo-1-1,NorthernPwo-8_bamboo-1,wa³³,91,false,expert,,,,,1
NorthernPwo-9_bamboorat-1-1,NorthernPwo-9_bamboorat-1,khɛ̃³⁵,103,false,expert,,,,,1
NorthernPwo-10_bamboostrip-1-1,NorthernPwo-10_bamboostrip-1,sja³⁵,126,false,expert,,,,,1
NorthernPwo-11_bambooshoot-1-1,NorthernPwo-11_bambooshoot-1,bɛ̃³³,114,false,expert,,,,,1
NorthernPwo-12_barknleatherskin-1-1,NorthernPwo-12_barknleatherskin-1,phaiɁ⁴⁵,138,false,expert,,,,,1
NorthernPwo-13_bat-1-1,NorthernPwo-13_bat-1,phla³³,149,false,expert,,,,,1
NorthernPwo-14_bathe-1-1,NorthernPwo-14_bathe-1,lou³³,161,false,expert,,,,,1
NorthernPwo-15_bearanimal-1-1,NorthernPwo-15_bearanimal-1,_thɔ̃³⁵,171,false,expert,,,,,1
NorthernPwo-17_beeapiscerana-1-1,NorthernPwo-17_beeapiscerana-1,kwɛ⁵⁵,191,false,expert,,,,,1
NorthernPwo-18_beeapisdorsata-1-1,NorthernPwo-18_beeapisdorsata-1,ni³⁵,203,false,expert,,,,,1
NorthernPwo-20_belowunderunderneath-1-1,NorthernPwo-20_belowunderunderneath-1,chaɁ⁴⁵laɁ²¹,225,false,expert,,,,,1
NorthernPwo-20_belowunderunderneath-1-2,NorthernPwo-20_belowunderunderneath-1,chaɁ⁴⁵laɁ²¹,224,false,expert,,,,,2
NorthernPwo-21_biglarge-1-1,NorthernPwo-21_biglarge-1,du³³,242,false,expert,,,,,1
NorthernPwo-22_bird-1-1,NorthernPwo-22_bird-1,thu³³,253,false,expert,,,,,1
NorthernPwo-23_bitev-1-1,NorthernPwo-23_bitev-1,Ɂãi³³,264,false,expert,,,,,1
NorthernPwo-24_bitter-1-1,NorthernPwo-24_bitter-1,kha³³,275,false,expert,,,,,1
NorthernPwo-25_blood-1-1,NorthernPwo-25_blood-1,swi³³,288,false,expert,,,,,1
NorthernPwo-26_blowafire-1-1,NorthernPwo-26_blowafire-1,Ɂu⁵⁵,302,false,expert,,,,,1
NorthernPwo-27_boarwild-1-1,NorthernPwo-27_boarwild-1,thoɁ⁴⁵mei⁵⁵,315,false,expert,,,,,1
NorthernPwo-27_boarwild-1-2,NorthernPwo-27_boarwild-1,thoɁ⁴⁵mei⁵⁵,316,false,expert,,,,,2
NorthernPwo-28_boat-1-1,NorthernPwo-28_boat-1,khlei³⁵,336,false,expert,,,,,1
NorthernPwo-29_bodydirt-1-1,NorthernPwo-29_bodydirt-1,kei³³,348,false,expert,,,,,1
NorthernPwo-30_boilv-1-1,NorthernPwo-30_boilv-1,phɔ³⁵,359,false,expert,,,,,1
NorthernPwo-31_bone-1-1,NorthernPwo-31_bone-1,_xei³³,370,false,expert,,,,,1
NorthernPwo-32_braid-1-1,NorthernPwo-32_braid-1,sei³³,383,false,expert,,,,,1
NorthernPwo-33_brain-1-1,NorthernPwo-33_brain-1,nauɁ²¹,17,false,expert,,,,,1
NorthernPwo-33_brain-1-2,NorthernPwo-33_brain-1,nauɁ²¹,394,false,expert,,,,,2
NorthernPwo-34_branchaff-1-1,NorthernPwo-34_branchaff-1,phi³⁵,408,false,expert,,,,,1
NorthernPwo-35_breasts-1-1,NorthernPwo-35_breasts-1,nə̯u¹¹̈,420,false,expert,,,,,1
NorthernPwo-36_brokensplitseparate-1-1,NorthernPwo-36_brokensplitseparate-1,phaɁ⁴⁵,431,false,expert,,,,,1
NorthernPwo-37_buffalo-1-1,NorthernPwo-37_buffalo-1,paɁ²¹nɛ¹¹̈,444,false,expert,,,,,1
NorthernPwo-37_buffalo-1-2,NorthernPwo-37_buffalo-1,paɁ²¹nɛ¹¹̈,445,false,expert,,,,,2
NorthernPwo-39_caress-1-1,NorthernPwo-39_caress-1,phã³⁵,495,false,expert,,,,,1
NorthernPwo-40_carryontheback-1-1,NorthernPwo-40_carryontheback-1,pə̯ɨ³³,506,false,expert,,,,,1
NorthernPwo-41_caterpillar-1-1,NorthernPwo-41_caterpillar-1,sɨ³⁵,514,false,expert,,,,,1
NorthernPwo-43_carapaceshell-1-1,NorthernPwo-43_carapaceshell-1,Ɂa¹¹ko̯u⁵⁵,482,false,expert,,,,,1
NorthernPwo-43_carapaceshell-1-2,NorthernPwo-43_carapaceshell-1,Ɂa¹¹ko̯u⁵⁵,483,false,expert,,,,,2
NorthernPwo-45_chameleon-1-1,NorthernPwo-45_chameleon-1,khwi³³,555,false,expert,,,,,1
NorthernPwo-46_charcoal-1-1,NorthernPwo-46_charcoal-1,swa³³,567,false,expert,,,,,1
NorthernPwo-47_chicken-1-1,NorthernPwo-47_chicken-1,chɛ̃³⁵,579,false,expert,,,,,1
NorthernPwo-49_chinjaw-1-1,NorthernPwo-49_chinjaw-1,kha³³,603,false,expert,,,,,1
NorthernPwo-50_cicada-1-1,NorthernPwo-50_cicada-1,jai⁵⁵,616,false,expert,,,,,1
NorthernPwo-52_classifierhandofbananas-1-1,NorthernPwo-52_classifierhandofbananas-1,sei³³,646,false,expert,,,,,1
NorthernPwo-53_classifierforflatobjects-1-1,NorthernPwo-53_classifierforflatobjects-1,bai³³,666,false,expert,,,,,1
NorthernPwo-54_classifierforpeoplepersons-1-1,NorthernPwo-54_classifierforpeoplepersons-1,ɣa⁵⁵,696,false,expert,,,,,1
NorthernPwo-55_classifierforapieceofmeatcakeetc-1-1,NorthernPwo-55_classifierforapieceofmeatcakeetc-1,lɔ̃³³,656,false,expert,,,,,1
NorthernPwo-56_classifierforplantsegbambooricebananaetcclumpsclusters-1-1,NorthernPwo-56_classifierforplantsegbambooricebananaetcclumpsclusters-1,khu³³,709,false,expert,,,,,1
NorthernPwo-57_classfierforroundobjects-1-1,NorthernPwo-57_classfierforroundobjects-1,phlãu³³,634,false,expert,,,,,1
NorthernPwo-58_classifierforlongobjects-1-1,NorthernPwo-58_classifierforlongobjects-1,bɔ̃⁵⁵,686,false,expert,,,,,1
NorthernPwo-59_classifierforfourleggedanimals-1-1,NorthernPwo-59_classifierforfourleggedanimals-1,dəɨ⁵⁵,677,false,expert,,,,,1
NorthernPwo-60_closeoneseyes-1-1,NorthernPwo-60_closeoneseyes-1,bei³³,716,false,expert,,,,,1
NorthernPwo-61_combv-1-1,NorthernPwo-61_combv-1,khwi³⁵,725,false,expert,,,,,1
NorthernPwo-62_cottonthread-1-1,NorthernPwo-62_cottonthread-1,lou³³,737,false,expert,,,,,1
NorthernPwo-63_coughv-1-1,NorthernPwo-63_coughv-1,kauɁ⁴⁵,750,false,expert,,,,,1
NorthernPwo-64_crab-1-1,NorthernPwo-64_crab-1,chwɛ³³,763,false,expert,,,,,1
NorthernPwo-66_crocodile-1-1,NorthernPwo-66_crocodile-1,ma³³,788,false,expert,,,,,1
NorthernPwo-67_cropoffowlgizzard-1-1,NorthernPwo-67_cropoffowlgizzard-1,nei³⁵,801,false,expert,,,,,1
NorthernPwo-68_crossv-1-1,NorthernPwo-68_crossv-1,khɛ̃³⁵,815,false,expert,,,,,1
NorthernPwo-69_crossbow-1-1,NorthernPwo-69_crossbow-1,khlei³³,823,false,expert,,,,,1
NorthernPwo-70_crowv-1-1,NorthernPwo-70_crowv-1,Ɂu³³,835,false,expert,,,,,1
NorthernPwo-71_crushv-1-1,NorthernPwo-71_crushv-1,nɔ̃³³,848,false,expert,,,,,1
NorthernPwo-72_cucumber-1-1,NorthernPwo-72_cucumber-1,thei⁵⁵,859,false,expert,,,,,1
NorthernPwo-73_darklateevening-1-1,NorthernPwo-73_darklateevening-1,khaiɁ⁴⁵,870,false,expert,,,,,1
NorthernPwo-74_daughterinlaw-1-1,NorthernPwo-74_daughterinlaw-1,dɛ³³,883,false,expert,,,,,1
NorthernPwo-75_day-1-1,NorthernPwo-75_day-1,nei⁵⁵,894,false,expert,,,,,1
NorthernPwo-76_deaddie-1-1,NorthernPwo-76_deaddie-1,sei³⁵,906,false,expert,,,,,1
NorthernPwo-77_deaf-1-1,NorthernPwo-77_deaf-1,Ɂɑ̃⁵⁵,918,false,expert,,,,,1
NorthernPwo-78_deep-1-1,NorthernPwo-78_deep-1,joɁ²¹,930,false,expert,,,,,1
NorthernPwo-80_deersambha-1-1,NorthernPwo-80_deersambha-1,ta³³xɔ⁵⁵,954,false,expert,,,,,1
NorthernPwo-80_deersambha-1-2,NorthernPwo-80_deersambha-1,ta³³xɔ⁵⁵,19,false,expert,,,,,2
NorthernPwo-81_delicious-1-1,NorthernPwo-81_delicious-1,Ɂwi³³,969,false,expert,,,,,1
NorthernPwo-82_descentgodownset-1-1,NorthernPwo-82_descentgodownset-1,lɛ⁵̃⁵,979,false,expert,,,,,1
NorthernPwo-83_dig-1-1,NorthernPwo-83_dig-1,khɑ³³,992,false,expert,,,,,1
NorthernPwo-84_dipup-1-1,NorthernPwo-84_dipup-1,dãə³³,1003,false,expert,,,,,1
NorthernPwo-85_dipterocarpustuberculatusroxb-1-1,NorthernPwo-85_dipterocarpustuberculatusroxb-1,thɑ̃⁵⁵,1,false,expert,,,,,1
NorthernPwo-86_disappearlost-1-1,NorthernPwo-86_disappearlost-1,mɛ¹¹̈,1013,false,expert,,,,,1
NorthernPwo-87_dog-1-1,NorthernPwo-87_dog-1,thwi³³,1040,false,expert,,,,,1
NorthernPwo-88_domake-1-1,NorthernPwo-88_domake-1,mɛ⁵⁵,1027,false,expert,,,,,1
NorthernPwo-89_dove-1-1,NorthernPwo-89_dove-1,lei¹¹̈,1053,false,expert,,,,,1
NorthernPwo-90_dreamv-1-1,NorthernPwo-90_dreamv-1,mɛ̃¹¹̈,1065,false,expert,,,,,1
NorthernPwo-91_drinkv-1-1,NorthernPwo-91_drinkv-1,Ɂɔ⁵⁵,1080,false,expert,,,,,1
NorthernPwo-92_dryv-1-1,NorthernPwo-92_dryv-1,lu³⁵,1104,false,expert,,,,,1
NorthernPwo-93_drunk-1-1,NorthernPwo-93_drunk-1,mɑ̃⁵⁵,1091,false,expert,,,,,1
NorthernPwo-94_dungexcrement-1-1,NorthernPwo-94_dungexcrement-1,Ɂi³³,1116,false,expert,,,,,1
NorthernPwo-95_ear-1-1,NorthernPwo-95_ear-1,nɛ¹¹,1129,false,expert,,,,,1
NorthernPwo-97_easy-1-1,NorthernPwo-97_easy-1,jɔ³⁵,1149,false,expert,,,,,1
NorthernPwo-98_eat-1-1,NorthernPwo-98_eat-1,Ɂɛ̃³³,1160,false,expert,,,,,1
NorthernPwo-99_egg-1-1,NorthernPwo-99_egg-1,dei³³,1173,false,expert,,,,,1
NorthernPwo-101_eight-1-1,NorthernPwo-101_eight-1,xoɁ²¹,1195,false,expert,,,,,1
NorthernPwo-102_elephant-1-1,NorthernPwo-102_elephant-1,ka¹¹chɛ̃³⁵,1209,false,expert,,,,,1
NorthernPwo-102_elephant-1-2,NorthernPwo-102_elephant-1,ka¹¹chɛ̃³⁵,1207,false,expert,,,,,2
NorthernPwo-103_embracehug-1-1,NorthernPwo-103_embracehug-1,phoɁ⁴⁵,1226,false,expert,,,,,1
NorthernPwo-104_enter-1-1,NorthernPwo-104_enter-1,naəɁ²¹,1237,false,expert,,,,,1
NorthernPwo-106_extinguishtv-1-1,NorthernPwo-106_extinguishtv-1,phaiɁ²¹,1255,false,expert,,,,,1
NorthernPwo-107_eyeface-1-1,NorthernPwo-107_eyeface-1,meɁ²¹,1268,false,expert,,,,,1
NorthernPwo-108_falldown-1-1,NorthernPwo-108_falldown-1,theɁ²¹,1277,false,expert,,,,,1
NorthernPwo-109_fatadj-1-1,NorthernPwo-109_fatadj-1,bɑ̃³³,1290,false,expert,,,,,1
NorthernPwo-110_featherfurbodyhair-1-1,NorthernPwo-110_featherfurbodyhair-1,chɑ̃³³,1301,false,expert,,,,,1
NorthernPwo-111_feelfullaftereating-1-1,NorthernPwo-111_feelfullaftereating-1,kaəɁ⁴⁵,1314,false,expert,,,,,1
NorthernPwo-112_femalewoman-1-1,NorthernPwo-112_femalewoman-1,mə̯ɨ³³,1337,false,expert,,,,,1
NorthernPwo-113_femalehumansmother-1-1,NorthernPwo-113_femalehumansmother-1,mu¹¹,1323,false,expert,,,,,1
NorthernPwo-114_fire-1-1,NorthernPwo-114_fire-1,mi³³,1350,false,expert,,,,,1
NorthernPwo-116_five-1-1,NorthernPwo-116_five-1,jɛ¹¹̈,1372,false,expert,,,,,1
NorthernPwo-117_flankrib-1-1,NorthernPwo-117_flankrib-1,ɣaəɁ²¹,1385,false,expert,,,,,1
NorthernPwo-118_flat-1-1,NorthernPwo-118_flat-1,pa³³,1397,false,expert,,,,,1
NorthernPwo-119_flea-1-1,NorthernPwo-119_flea-1,khlei³⁵,1407,false,expert,,,,,1
NorthernPwo-120_fleshmeat-1-1,NorthernPwo-120_fleshmeat-1,ja³³,1420,false,expert,,,,,1
NorthernPwo-121_flower-1-1,NorthernPwo-121_flower-1,phɔ³⁵,1432,false,expert,,,,,1
NorthernPwo-123_forestjungle-1-1,NorthernPwo-123_forestjungle-1,kla⁵⁵,1443,false,expert,,,,,1
NorthernPwo-124_four-1-1,NorthernPwo-124_four-1,lwi¹¹̈,1464,false,expert,,,,,1
NorthernPwo-126_frog-1-1,NorthernPwo-126_frog-1,di³³,1498,false,expert,,,,,1
NorthernPwo-128_fruit-1-1,NorthernPwo-128_fruit-1,sa³³,1519,false,expert,,,,,1
NorthernPwo-130_ginger-1-1,NorthernPwo-130_ginger-1,Ɂãi⁵⁵,1539,false,expert,,,,,1
NorthernPwo-131_go-1-1,NorthernPwo-131_go-1,le⁵⁵,1554,false,expert,,,,,1
NorthernPwo-132_grasshopper-1-1,NorthernPwo-132_grasshopper-1,thwɛ¹¹,1577,false,expert,,,,,1
NorthernPwo-133_grandchild-1-1,NorthernPwo-133_grandchild-1,lei⁵⁵,1565,false,expert,,,,,1
NorthernPwo-134_greatgrandchild-1-1,NorthernPwo-134_greatgrandchild-1,lu⁵⁵,1588,false,expert,,,,,1
NorthernPwo-135_greatgreatgandchild-1-1,NorthernPwo-135_greatgreatgandchild-1,la⁵⁵,1599,false,expert,,,,,1
NorthernPwo-136_hairhead-1-1,NorthernPwo-136_hairhead-1,khu³³_su³⁵,1611,false,expert,,,,,1
NorthernPwo-136_hairhead-1-2,NorthernPwo-136_hairhead-1,khu³³_su³⁵,7,false,expert,,,,,2
NorthernPwo-137_handle-1-1,NorthernPwo-137_handle-1,thu¹¹̈,1632,false,expert,,,,,1
NorthernPwo-139_hawkeagle-1-1,NorthernPwo-139_hawkeagle-1,laiɁ²¹,1664,false,expert,,,,,1
NorthernPwo-140_havebeexiststaythereis-1-1,NorthernPwo-140_havebeexiststaythereis-1,Ɂɔ³³,1652,false,expert,,,,,1
NorthernPwo-142_heart-1-1,NorthernPwo-142_heart-1,saɁ⁴⁵,1687,false,expert,,,,,1
NorthernPwo-144_hemp-1-1,NorthernPwo-144_hemp-1,ɕjɔ³³,1708,false,expert,,,,,1
NorthernPwo-145_hip-1-1,NorthernPwo-145_hip-1,kwã¹¹̈,1720,false,expert,,,,,1
NorthernPwo-146_hithardwithafist-1-1,NorthernPwo-146_hithardwithafist-1,thə¹¹̈,1732,false,expert,,,,,1
NorthernPwo-147_horn-1-1,NorthernPwo-147_horn-1,nãu⁵⁵,1742,false,expert,,,,,1
NorthernPwo-148_hornet-1-1,NorthernPwo-148_hornet-1,phlɑ̃³⁵,1755,false,expert,,,,,1
NorthernPwo-149_horse-1-1,NorthernPwo-149_horse-1,kaɁ²¹si³³,1768,false,expert,,,,,1
NorthernPwo-149_horse-1-2,NorthernPwo-149_horse-1,kaɁ²¹si³³,1767,false,expert,,,,,2
NorthernPwo-150_hundred-1-1,NorthernPwo-150_hundred-1,ja⁵⁵,1786,false,expert,,,,,1
NorthernPwo-151_husband-1-1,NorthernPwo-151_husband-1,wa⁵⁵,1803,false,expert,,,,,1
NorthernPwo-152_illpainfulsick-1-1,NorthernPwo-152_illpainfulsick-1,cha³⁵,1815,false,expert,,,,,1
NorthernPwo-153_insect-1-1,NorthernPwo-153_insect-1,xa¹¹̈,1829,false,expert,,,,,1
NorthernPwo-154_intestines-1-1,NorthernPwo-154_intestines-1,xwaiɁ²¹,1840,false,expert,,,,,1
NorthernPwo-155_iron-1-1,NorthernPwo-155_iron-1,thaɁ⁴⁵,1853,false,expert,,,,,1
NorthernPwo-156_itchy-1-1,NorthernPwo-156_itchy-1,saɁ⁴⁵,1866,false,expert,,,,,1
NorthernPwo-157_kidney-1-1,NorthernPwo-157_kidney-1,li¹¹̈,1878,false,expert,,,,,1
NorthernPwo-158_leaf-1-1,NorthernPwo-158_leaf-1,la³³,1894,false,expert,,,,,1
NorthernPwo-159_leechland-1-1,NorthernPwo-159_leechland-1,waɁ²¹,1907,false,expert,,,,,1
NorthernPwo-160_leechwater-1-1,NorthernPwo-160_leechwater-1,lei⁵⁵,1921,false,expert,,,,,1
NorthernPwo-161_leftside-1-1,NorthernPwo-161_leftside-1,ci³³,1934,false,expert,,,,,1
NorthernPwo-162_leg-1-1,NorthernPwo-162_leg-1,khɛ̃³³,1947,false,expert,,,,,1
NorthernPwo-163_lemurflyingflyingsquirrel-1-1,NorthernPwo-163_lemurflyingflyingsquirrel-1,phlaiɁ²¹,1959,false,expert,,,,,1
NorthernPwo-165_liedownsleep-1-1,NorthernPwo-165_liedownsleep-1,mei³⁵,1981,false,expert,,,,,1
NorthernPwo-166_lightweight-1-1,NorthernPwo-166_lightweight-1,khwi³⁵,1993,false,expert,,,,,1
NorthernPwo-167_linearmeasureofabout89inchesaspan-1-1,NorthernPwo-167_linearmeasureofabout89inchesaspan-1,tha³⁵,2005,false,expert,,,,,1
NorthernPwo-168_linearmeasureofabouthalfayardclosedhand-1-1,NorthernPwo-168_linearmeasureofabouthalfayardclosedhand-1,phla¹¹̈,46,false,expert,,,,,1
NorthernPwo-169_linearmeasureofabouthalfayardopenhand-1-1,NorthernPwo-169_linearmeasureofabouthalfayardopenhand-1,thɑ̃⁵⁵,2025,false,expert,,,,,1
NorthernPwo-170_linearmeasureofabouttwoyards-1-1,NorthernPwo-170_linearmeasureofabouttwoyards-1,khlãi³⁵,2036,false,expert,,,,,1
NorthernPwo-171_listento-1-1,NorthernPwo-171_listento-1,na³³,2046,false,expert,,,,,1
NorthernPwo-172_livestay-1-1,NorthernPwo-172_livestay-1,Ɂɔ̃³³,2059,false,expert,,,,,1
NorthernPwo-173_liver-1-1,NorthernPwo-173_liver-1,sɑ̃³³,2072,false,expert,,,,,1
NorthernPwo-174_longoftime-1-1,NorthernPwo-174_longoftime-1,jaiɁ²¹,2098,false,expert,,,,,1
NorthernPwo-175_longoflengthtallhigh-1-1,NorthernPwo-175_longoflengthtallhigh-1,thɔ³⁵,2086,false,expert,,,,,1
NorthernPwo-177_loris-1-1,NorthernPwo-177_loris-1,chãi³⁵,2120,false,expert,,,,,1
NorthernPwo-178_lousechickeninsect-1-1,NorthernPwo-178_lousechickeninsect-1,chɛ̃³⁵xa¹¹̈,579,false,expert,,,,,1
NorthernPwo-178_lousechickeninsect-1-2,NorthernPwo-178_lousechickeninsect-1,chɛ̃³⁵xa¹¹̈,1829,false,expert,,,,,2
NorthernPwo-179_lousehead-1-1,NorthernPwo-179_lousehead-1,sɑ̃³³,2153,false,expert,,,,,1
NorthernPwo-180_lung-1-1,NorthernPwo-180_lung-1,soɁ⁴⁵,2166,false,expert,,,,,1
NorthernPwo-181_maggot-1-1,NorthernPwo-181_maggot-1,lãu³³,2180,false,expert,,,,,1
NorthernPwo-182_maleofanimalsfather-1-1,NorthernPwo-182_maleofanimalsfather-1,pha³⁵,2193,false,expert,,,,,1
NorthernPwo-183_manmale-1-1,NorthernPwo-183_manmale-1,khwa³⁵,2205,false,expert,,,,,1
NorthernPwo-184_mango-1-1,NorthernPwo-184_mango-1,khoɁ⁴⁵,2219,false,expert,,,,,1
NorthernPwo-185_manymuch-1-1,NorthernPwo-185_manymuch-1,Ɂa³³,2230,false,expert,,,,,1
NorthernPwo-186_mat-1-1,NorthernPwo-186_mat-1,khlɔ³³,2243,false,expert,,,,,1
NorthernPwo-187_milipede-1-1,NorthernPwo-187_milipede-1,wai¹¹̈,2255,false,expert,,,,,1
NorthernPwo-188_mole-1-1,NorthernPwo-188_mole-1,wei⁵⁵,2279,false,expert,,,,,1
NorthernPwo-190_monitorlizardland-1-1,NorthernPwo-190_monitorlizardland-1,khauɁ⁴⁵,2302,false,expert,,,,,1
NorthernPwo-193_moonmonth-1-1,NorthernPwo-193_moonmonth-1,la⁵⁵,2328,false,expert,,,,,1
NorthernPwo-195_mouserat-1-1,NorthernPwo-195_mouserat-1,jou¹¹,2349,false,expert,,,,,1
NorthernPwo-197_nail-1-1,NorthernPwo-197_nail-1,mei³³,2372,false,expert,,,,,1
NorthernPwo-198_name-1-1,NorthernPwo-198_name-1,mãi⁵⁵,2388,false,expert,,,,,1
NorthernPwo-199_narrow-1-1,NorthernPwo-199_narrow-1,Ɂãi³³,2401,false,expert,,,,,1
NorthernPwo-200_navelumbilicalcord-1-1,NorthernPwo-200_navelumbilicalcord-1,di⁵⁵,2413,false,expert,,,,,1
NorthernPwo-202_new-1-1,NorthernPwo-202_new-1,sɛ³̃⁵,2442,false,expert,,,,,1
NorthernPwo-203_nine-1-1,NorthernPwo-203_nine-1,khwi³⁵,2454,false,expert,,,,,1
NorthernPwo-204_obtainreceivetakeget-1-1,NorthernPwo-204_obtainreceivetakeget-1,ni¹¹̈,2468,false,expert,,,,,1
NorthernPwo-206_oldofthings-1-1,NorthernPwo-206_oldofthings-1,lei⁵⁵,2493,false,expert,,,,,1
NorthernPwo-207_one-1-1,NorthernPwo-207_one-1,laɁ²¹,2506,false,expert,,,,,1
NorthernPwo-210_palmofthehand-1-1,NorthernPwo-210_palmofthehand-1,jɛ³⁵,2539,false,expert,,,,,1
NorthernPwo-211_pangolinanteater-1-1,NorthernPwo-211_pangolinanteater-1,jũ¹¹,2547,false,expert,,,,,1
NorthernPwo-212_parrotparakeet-1-1,NorthernPwo-212_parrotparakeet-1,kei³³,2559,false,expert,,,,,1
NorthernPwo-214_peacock-1-1,NorthernPwo-214_peacock-1,sjaɁ²¹,2579,false,expert,,,,,1
NorthernPwo-215_pencoop-1-1,NorthernPwo-215_pencoop-1,phɔ̃⁵⁵,2590,false,expert,,,,,1
NorthernPwo-216_penis-1-1,NorthernPwo-216_penis-1,thi³³,2604,false,expert,,,,,1
NorthernPwo-217_pheasant-1-1,NorthernPwo-217_pheasant-1,ɣaiɁ²¹,2616,false,expert,,,,,1
NorthernPwo-218_pig-1-1,NorthernPwo-218_pig-1,thoɁ⁴⁵,315,false,expert,,,,,1
NorthernPwo-219_pile-1-1,NorthernPwo-219_pile-1,pãu³³,2637,false,expert,,,,,1
NorthernPwo-220_pointedasofneedlessharppoint-1-1,NorthernPwo-220_pointedasofneedlessharppoint-1,cu⁵⁵,2649,false,expert,,,,,1
