ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
ProtoKaren-52_classifierhandofbananas-1-1,ProtoKaren-52_classifierhandofbananas-1,*sejᴮ,646,false,expert,,,,,1
ProtoKaren-53_classifierforflatobjects-1-1,ProtoKaren-53_classifierforflatobjects-1,*Ɂbaᴮ,666,false,expert,,,,,1
ProtoKaren-54_classifierforpeoplepersons-1-1,ProtoKaren-54_classifierforpeoplepersons-1,*braᴬ,696,false,expert,,,,,1
ProtoKaren-55_classifierforapieceofmeatcakeetc-1-1,ProtoKaren-55_classifierforapieceofmeatcakeetc-1,*plɔŋᴮ,656,false,expert,,,,,1
ProtoKaren-56_classifierforplantsegbambooricebananaetcclumpsclusters-1-1,ProtoKaren-56_classifierforplantsegbambooricebananaetcclumpsclusters-1,*khoᴮ,709,false,expert,,,,,1
ProtoKaren-57_classfierforroundobjects-1-1,ProtoKaren-57_classfierforroundobjects-1,*phloŋᴮ,634,false,expert,,,,,1
ProtoKaren-58_classifierforlongobjects-1-1,ProtoKaren-58_classifierforlongobjects-1,*ɁbɔNᴬ,686,false,expert,,,,,1
ProtoKaren-59_classifierforfourleggedanimals-1-1,ProtoKaren-59_classifierforfourleggedanimals-1,*Ɂdəᴬ,677,false,expert,,,,,1
ProtoKaren-60_closeoneseyes-1-1,ProtoKaren-60_closeoneseyes-1,*Ɂbiᴮ,716,false,expert,,,,,1
ProtoKaren-61_combv-1-1,ProtoKaren-61_combv-1,*khwitᴰ,725,false,expert,,,,,1
ProtoKaren-62_cottonthread-1-1,ProtoKaren-62_cottonthread-1,*hlowᴮ,737,false,expert,,,,,1
ProtoKaren-63_coughv-1-1,ProtoKaren-63_coughv-1,*kukᴰ,750,false,expert,,,,,1
ProtoKaren-64_crab-1-1,ProtoKaren-64_crab-1,*chwɛᴮ,763,false,expert,,,,,1
ProtoKaren-65_cricket-1-1,ProtoKaren-65_cricket-1,*s-kiᴬ,777,false,expert,,,,,1
ProtoKaren-65_cricket-1-2,ProtoKaren-65_cricket-1,*s-kiᴬ,776,false,expert,,,,,2
ProtoKaren-66_crocodile-1-1,ProtoKaren-66_crocodile-1,s-hmaᴮ,789,false,expert,,,,,1
ProtoKaren-66_crocodile-1-2,ProtoKaren-66_crocodile-1,s-hmaᴮ,788,false,expert,,,,,2
ProtoKaren-67_cropoffowlgizzard-1-1,ProtoKaren-67_cropoffowlgizzard-1,*k-hniᴬ,800,false,expert,,,,,1
ProtoKaren-67_cropoffowlgizzard-1-2,ProtoKaren-67_cropoffowlgizzard-1,*k-hniᴬ,801,false,expert,,,,,2
ProtoKaren-68_crossv-1-1,ProtoKaren-68_crossv-1,*khaNᴬ,815,false,expert,,,,,1
ProtoKaren-69_crossbow-1-1,ProtoKaren-69_crossbow-1,*klejᴮ,823,false,expert,,,,,1
ProtoKaren-70_crowv-1-1,ProtoKaren-70_crowv-1,*Ɂoᴮ,835,false,expert,,,,,1
ProtoKaren-71_crushv-1-1,ProtoKaren-71_crushv-1,*k-hnɔNᴮ,849,false,expert,,,,,1
ProtoKaren-71_crushv-1-2,ProtoKaren-71_crushv-1,*k-hnɔNᴮ,848,false,expert,,,,,2
ProtoKaren-72_cucumber-1-1,ProtoKaren-72_cucumber-1,*Ɂdejᴬ,859,false,expert,,,,,1
ProtoKaren-73_darklateevening-1-1,ProtoKaren-73_darklateevening-1,*khiɁᴰ,870,false,expert,,,,,1
ProtoKaren-74_daughterinlaw-1-1,ProtoKaren-74_daughterinlaw-1,*Ɂdɛᴮ,883,false,expert,,,,,1
ProtoKaren-75_day-1-1,ProtoKaren-75_day-1,*nejᴬ,894,false,expert,,,,,1
ProtoKaren-76_deaddie-1-1,ProtoKaren-76_deaddie-1,*sejᴬ,906,false,expert,,,,,1
ProtoKaren-77_deaf-1-1,ProtoKaren-77_deaf-1,*Ɂəŋᴬ,918,false,expert,,,,,1
ProtoKaren-78_deep-1-1,ProtoKaren-78_deep-1,*jɔɁᴰ,930,false,expert,,,,,1
ProtoKaren-79_deerbarking-1-1,ProtoKaren-79_deerbarking-1,*d-khejᴬ,943,false,expert,,,,,1
ProtoKaren-79_deerbarking-1-2,ProtoKaren-79_deerbarking-1,*d-khejᴬ,942,false,expert,,,,,2
ProtoKaren-80_deersambha-1-1,ProtoKaren-80_deersambha-1,*t-khroɁᴰ,954,false,expert,,,,,1
ProtoKaren-80_deersambha-1-2,ProtoKaren-80_deersambha-1,*t-khroɁᴰ,953,false,expert,,,,,2
ProtoKaren-81_delicious-1-1,ProtoKaren-81_delicious-1,*Ɂwiᴮ,969,false,expert,,,,,1
ProtoKaren-82_descentgodownset-1-1,ProtoKaren-82_descentgodownset-1,*_laŋᴬ,979,false,expert,,,,,1
ProtoKaren-83_dig-1-1,ProtoKaren-83_dig-1,*khuᴮ,992,false,expert,,,,,1
ProtoKaren-84_dipup-1-1,ProtoKaren-84_dipup-1,*ɁdNᴮ,1003,false,expert,,,,,1
ProtoKaren-85_dipterocarpustuberculatusroxb-1-1,ProtoKaren-85_dipterocarpustuberculatusroxb-1,*thəNᴬ,1,false,expert,,,,,1
ProtoKaren-86_disappearlost-1-1,ProtoKaren-86_disappearlost-1,*maᴮ,1013,false,expert,,,,,1
ProtoKaren-87_dog-1-1,ProtoKaren-87_dog-1,*thwiᴮ,1040,false,expert,,,,,1
ProtoKaren-88_domake-1-1,ProtoKaren-88_domake-1,*maᴬ,1027,false,expert,,,,,1
ProtoKaren-89_dove-1-1,ProtoKaren-89_dove-1,*lwiᴮ,1053,false,expert,,,,,1
ProtoKaren-90_dreamv-1-1,ProtoKaren-90_dreamv-1,*maŋᴮ,1065,false,expert,,,,,1
ProtoKaren-91_drinkv-1-1,ProtoKaren-91_drinkv-1,Ɂɔᴬ,1080,false,expert,,,,,1
ProtoKaren-92_dryv-1-1,ProtoKaren-92_dryv-1,*hloᴬ,1104,false,expert,,,,,1
ProtoKaren-93_drunk-1-1,ProtoKaren-93_drunk-1,*mwɨNᴬ,1091,false,expert,,,,,1
ProtoKaren-94_dungexcrement-1-1,ProtoKaren-94_dungexcrement-1,*_Ɂeᴮ,1116,false,expert,,,,,1
ProtoKaren-95_ear-1-1,ProtoKaren-95_ear-1,*naᴮ,1129,false,expert,,,,,1
ProtoKaren-96_earthworm-1-1,ProtoKaren-96_earthworm-1,*jɛɁᴰ,1142,false,expert,,,,,1
ProtoKaren-97_easy-1-1,ProtoKaren-97_easy-1,*hɲawᴬ,1150,false,expert,,,,,1
ProtoKaren-98_eat-1-1,ProtoKaren-98_eat-1,*Ɂamᴮ,1160,false,expert,,,,,1
ProtoKaren-99_egg-1-1,ProtoKaren-99_egg-1,*Ɂdejᴮ,1173,false,expert,,,,,1
ProtoKaren-100_eggplant-1-1,ProtoKaren-100_eggplant-1,*s-gaNᴬ,1187,false,expert,,,,,1
ProtoKaren-100_eggplant-1-2,ProtoKaren-100_eggplant-1,*s-gaNᴬ,1186,false,expert,,,,,2
ProtoKaren-101_eight-1-1,ProtoKaren-101_eight-1,*khrɔtᴰ,1195,false,expert,,,,,1
ProtoKaren-102_elephant-1-1,ProtoKaren-102_elephant-1,*k-chaŋᴬ,1209,false,expert,,,,,1
ProtoKaren-102_elephant-1-2,ProtoKaren-102_elephant-1,*k-chaŋᴬ,1207,false,expert,,,,,2
ProtoKaren-103_embracehug-1-1,ProtoKaren-103_embracehug-1,*_phɔɁᴰ,1226,false,expert,,,,,1
ProtoKaren-104_enter-1-1,ProtoKaren-104_enter-1,*nɁᴰ,1237,false,expert,,,,,1
ProtoKaren-105_exertforcingtoexpel-1-1,ProtoKaren-105_exertforcingtoexpel-1,*chuNᴬ,1247,false,expert,,,,,1
ProtoKaren-106_extinguishtv-1-1,ProtoKaren-106_extinguishtv-1,*p|biɁᴰ,1255,false,expert,,,,,1
ProtoKaren-107_eyeface-1-1,ProtoKaren-107_eyeface-1,*mɛɁᴰ,1268,false,expert,,,,,1
ProtoKaren-108_falldown-1-1,ProtoKaren-108_falldown-1,*dɛɁᴰ,1277,false,expert,,,,,1
ProtoKaren-109_fatadj-1-1,ProtoKaren-109_fatadj-1,*Ɂbluŋᴮ,1290,false,expert,,,,,1
ProtoKaren-110_featherfurbodyhair-1-1,ProtoKaren-110_featherfurbodyhair-1,*chuNᴮ,1301,false,expert,,,,,1
ProtoKaren-111_feelfullaftereating-1-1,ProtoKaren-111_feelfullaftereating-1,*kəɁᴰ,1314,false,expert,,,,,1
ProtoKaren-112_femalewoman-1-1,ProtoKaren-112_femalewoman-1,*hmɨᴮ,1337,false,expert,,,,,1
ProtoKaren-113_femalehumansmother-1-1,ProtoKaren-113_femalehumansmother-1,*muᴮ,1323,false,expert,,,,,1
ProtoKaren-114_fire-1-1,ProtoKaren-114_fire-1,*hmeᴮ,1350,false,expert,,,,,1
ProtoKaren-115_fish-1-1,ProtoKaren-115_fish-1,*daɁᴰ,1363,false,expert,,,,,1
ProtoKaren-116_five-1-1,ProtoKaren-116_five-1,*ŋjatᴰ,1372,false,expert,,,,,1
ProtoKaren-117_flankrib-1-1,ProtoKaren-117_flankrib-1,*_rəɁᴰ,1385,false,expert,,,,,1
ProtoKaren-118_flat-1-1,ProtoKaren-118_flat-1,*pjaᴮ,1397,false,expert,,,,,1
ProtoKaren-119_flea-1-1,ProtoKaren-119_flea-1,*kliᴬ,6,false,expert,,,,,1
ProtoKaren-119_flea-2-1,ProtoKaren-119_flea-2,*kliɁᴰ,1407,false,expert,,,,,1
ProtoKaren-120_fleshmeat-1-1,ProtoKaren-120_fleshmeat-1,*hɲaᴮ,1422,false,expert,,,,,1
ProtoKaren-121_flower-1-1,ProtoKaren-121_flower-1,*phɔᴬ,1432,false,expert,,,,,1
ProtoKaren-122_forget-1-1,ProtoKaren-122_forget-1,*s-beŋᴬ,1456,false,expert,,,,,1
ProtoKaren-122_forget-1-2,ProtoKaren-122_forget-1,*s-beŋᴬ,1455,false,expert,,,,,2
ProtoKaren-123_forestjungle-1-1,ProtoKaren-123_forestjungle-1,*_klaᴬ,1443,false,expert,,,,,1
ProtoKaren-125_foxwolf-1-1,ProtoKaren-125_foxwolf-1,*thwiᴮmiᴬ,1040,false,expert,,,,,1
ProtoKaren-125_foxwolf-1-2,ProtoKaren-125_foxwolf-1,*thwiᴮmiᴬ,316,false,expert,,,,,2
ProtoKaren-126_frog-1-1,ProtoKaren-126_frog-1,*Ɂdeᴮ,1498,false,expert,,,,,1
ProtoKaren-127_front-1-1,ProtoKaren-127_front-1,*hŋaᴬ,1511,false,expert,,,,,1
ProtoKaren-128_fruit-1-1,ProtoKaren-128_fruit-1,*saᴮ,1519,false,expert,,,,,1
ProtoKaren-129_full-1-1,ProtoKaren-129_full-1,*pwɛᴬ,1530,false,expert,,,,,1
ProtoKaren-130_ginger-1-1,ProtoKaren-130_ginger-1,*Ɂeŋᴬ,1539,false,expert,,,,,1
ProtoKaren-131_go-1-1,ProtoKaren-131_go-1,*lwɛᴬ,1554,false,expert,,,,,1
ProtoKaren-132_grasshopper-1-1,ProtoKaren-132_grasshopper-1,*Ɂdwɛᴮ,1577,false,expert,,,,,1
ProtoKaren-133_grandchild-1-1,ProtoKaren-133_grandchild-1,*lejᴬ,1565,false,expert,,,,,1
ProtoKaren-134_greatgrandchild-1-1,ProtoKaren-134_greatgrandchild-1,*loᴬ,1588,false,expert,,,,,1
ProtoKaren-135_greatgreatgandchild-1-1,ProtoKaren-135_greatgreatgandchild-1,*laᴬ,1599,false,expert,,,,,1
ProtoKaren-136_hairhead-1-1,ProtoKaren-136_hairhead-1,*khuᴮsluᴬ,1611,false,expert,,,,,1
ProtoKaren-136_hairhead-1-2,ProtoKaren-136_hairhead-1,*khuᴮsluᴬ,1612,false,expert,,,,,2
ProtoKaren-137_handle-1-1,ProtoKaren-137_handle-1,*doᴮ,1632,false,expert,,,,,1
ProtoKaren-138_hat-1-1,ProtoKaren-138_hat-1,*~klŋᴮ,1643,false,expert,,,,,1
ProtoKaren-139_hawkeagle-1-1,ProtoKaren-139_hawkeagle-1,*lekᴰ,1664,false,expert,,,,,1
ProtoKaren-140_havebeexiststaythereis-1-1,ProtoKaren-140_havebeexiststaythereis-1,*Ɂɔᴮ,1652,false,expert,,,,,1
ProtoKaren-141_head-1-1,ProtoKaren-141_head-1,*kləɁᴰ,1676,false,expert,,,,,1
ProtoKaren-142_heart-1-1,ProtoKaren-142_heart-1,*saɁᴰ,1687,false,expert,,,,,1
ProtoKaren-143_heavy-1-1,ProtoKaren-143_heavy-1,*thəᴮ,1700,false,expert,,,,,1
ProtoKaren-144_hemp-1-1,ProtoKaren-144_hemp-1,*srɔᴮ,1708,false,expert,,,,,1
ProtoKaren-145_hip-1-1,ProtoKaren-145_hip-1,*_glamᴮ,1720,false,expert,,,,,1
ProtoKaren-146_hithardwithafist-1-1,ProtoKaren-146_hithardwithafist-1,*doŋᴮ,1732,false,expert,,,,,1
ProtoKaren-147_horn-1-1,ProtoKaren-147_horn-1,*noŋᴬ,1742,false,expert,,,,,1
ProtoKaren-148_hornet-1-1,ProtoKaren-148_hornet-1,*phrɨNᴬ,1755,false,expert,,,,,1
ProtoKaren-149_horse-1-1,ProtoKaren-149_horse-1,*k-sreᵀ,1768,false,expert,,,,,1
ProtoKaren-149_horse-1-2,ProtoKaren-149_horse-1,*k-sreᵀ,1767,false,expert,,,,,2
ProtoKaren-150_hundred-1-1,ProtoKaren-150_hundred-1,*g-rjaᴬ,1787,false,expert,,,,,1
ProtoKaren-150_hundred-1-2,ProtoKaren-150_hundred-1,*g-rjaᴬ,1786,false,expert,,,,,2
ProtoKaren-151_husband-1-1,ProtoKaren-151_husband-1,*gwaᴬ,1803,false,expert,,,,,1
ProtoKaren-152_illpainfulsick-1-1,ProtoKaren-152_illpainfulsick-1,*chaᴬ,1815,false,expert,,,,,1
ProtoKaren-153_insect-1-1,ProtoKaren-153_insect-1,*graᴮ,1829,false,expert,,,,,1
ProtoKaren-154_intestines-1-1,ProtoKaren-154_intestines-1,*breɁᴰ,1840,false,expert,,,,,1
ProtoKaren-155_iron-1-1,ProtoKaren-155_iron-1,*thaɁᴰ,1853,false,expert,,,,,1
ProtoKaren-156_itchy-1-1,ProtoKaren-156_itchy-1,*saɁᴰ,1866,false,expert,,,,,1
ProtoKaren-157_kidney-1-1,ProtoKaren-157_kidney-1,*k-leᴮ,1879,false,expert,,,,,1
ProtoKaren-157_kidney-1-2,ProtoKaren-157_kidney-1,*k-leᴮ,1878,false,expert,,,,,2
ProtoKaren-158_leaf-1-1,ProtoKaren-158_leaf-1,*hlaᴮ,1894,false,expert,,,,,1
ProtoKaren-159_leechland-1-1,ProtoKaren-159_leechland-1,*s-waɁᴰ,1907,false,expert,,,,,1
ProtoKaren-160_leechwater-1-1,ProtoKaren-160_leechwater-1,*k|s-lejᴬ,1922,false,expert,,,,,1
ProtoKaren-160_leechwater-1-2,ProtoKaren-160_leechwater-1,*k|s-lejᴬ,1921,false,expert,,,,,2
ProtoKaren-161_leftside-1-1,ProtoKaren-161_leftside-1,*ceᴮ,1934,false,expert,,,,,1
ProtoKaren-162_leg-1-1,ProtoKaren-162_leg-1,*khaŋᴮ,1947,false,expert,,,,,1
ProtoKaren-163_lemurflyingflyingsquirrel-1-1,ProtoKaren-163_lemurflyingflyingsquirrel-1,*pleɁᴰ,9,false,expert,,,,,1
ProtoKaren-163_lemurflyingflyingsquirrel-2-1,ProtoKaren-163_lemurflyingflyingsquirrel-2,bleɁᴰ,1959,false,expert,,,,,1
ProtoKaren-164_lickv-1-1,ProtoKaren-164_lickv-1,*hlajᴮ,1971,false,expert,,,,,1
ProtoKaren-165_liedownsleep-1-1,ProtoKaren-165_liedownsleep-1,*hmejᴬ,1981,false,expert,,,,,1
ProtoKaren-166_lightweight-1-1,ProtoKaren-166_lightweight-1,*phwiᴬ,1993,false,expert,,,,,1
ProtoKaren-167_linearmeasureofabout89inchesaspan-1-1,ProtoKaren-167_linearmeasureofabout89inchesaspan-1,*thaᴬ,2005,false,expert,,,,,1
ProtoKaren-168_linearmeasureofabouthalfayardclosedhand-1-1,ProtoKaren-168_linearmeasureofabouthalfayardclosedhand-1,*blaᴮ,46,false,expert,,,,,1
ProtoKaren-169_linearmeasureofabouthalfayardopenhand-1-1,ProtoKaren-169_linearmeasureofabouthalfayardopenhand-1,*dɨmᴬ,2025,false,expert,,,,,1
ProtoKaren-170_linearmeasureofabouttwoyards-1-1,ProtoKaren-170_linearmeasureofabouttwoyards-1,*khlɛNᴬ,2036,false,expert,,,,,1
ProtoKaren-171_listento-1-1,ProtoKaren-171_listento-1,*-hnaᴮ,2046,false,expert,,,,,1
ProtoKaren-172_livestay-1-1,ProtoKaren-172_livestay-1,*ɁɔNᴮ,2059,false,expert,,,,,1
ProtoKaren-173_liver-1-1,ProtoKaren-173_liver-1,*swɨnᴮ,2072,false,expert,,,,,1
ProtoKaren-174_longoftime-1-1,ProtoKaren-174_longoftime-1,*ŋjaɁᴰ,2098,false,expert,,,,,1
ProtoKaren-175_longoflengthtallhigh-1-1,ProtoKaren-175_longoflengthtallhigh-1,*thawᴬ,2086,false,expert,,,,,1
ProtoKaren-176_lookafterthings-1-1,ProtoKaren-176_lookafterthings-1,*pəᴮ,2111,false,expert,,,,,1
ProtoKaren-177_loris-1-1,ProtoKaren-177_loris-1,*k-chNᴬ,2121,false,expert,,,,,1
ProtoKaren-177_loris-1-2,ProtoKaren-177_loris-1,*k-chNᴬ,2120,false,expert,,,,,2
ProtoKaren-178_lousechickeninsect-1-1,ProtoKaren-178_lousechickeninsect-1,*graᴮ,579,false,expert,,,,,1
ProtoKaren-178_lousechickeninsect-1-2,ProtoKaren-178_lousechickeninsect-1,*graᴮ,1829,false,expert,,,,,2
ProtoKaren-179_lousehead-1-1,ProtoKaren-179_lousehead-1,*swɨNᴮ,2153,false,expert,,,,,1
ProtoKaren-180_lung-1-1,ProtoKaren-180_lung-1,*p-soᴮ,2167,false,expert,,,,,1
ProtoKaren-180_lung-1-2,ProtoKaren-180_lung-1,*p-soᴮ,2166,false,expert,,,,,2
ProtoKaren-181_maggot-1-1,ProtoKaren-181_maggot-1,*hloŋᴮ,2180,false,expert,,,,,1
ProtoKaren-182_maleofanimalsfather-1-1,ProtoKaren-182_maleofanimalsfather-1,*phaᴬ,2193,false,expert,,,,,1
ProtoKaren-183_manmale-1-1,ProtoKaren-183_manmale-1,*khwaᴬ,2205,false,expert,,,,,1
ProtoKaren-184_mango-1-1,ProtoKaren-184_mango-1,*khɔɁᴰ,2219,false,expert,,,,,1
ProtoKaren-185_manymuch-1-1,ProtoKaren-185_manymuch-1,*Ɂaᴬ,2230,false,expert,,,,,1
ProtoKaren-186_mat-1-1,ProtoKaren-186_mat-1,*khlɔᴮ,2243,false,expert,,,,,1
ProtoKaren-187_milipede-1-1,ProtoKaren-187_milipede-1,*k|s-wɛjᴬ|ᴮ,2254,false,expert,,,,,1
ProtoKaren-187_milipede-1-2,ProtoKaren-187_milipede-1,*k|s-wɛjᴬ|ᴮ,2255,false,expert,,,,,2
ProtoKaren-188_mole-1-1,ProtoKaren-188_mole-1,*wiᴬ,2279,false,expert,,,,,1
ProtoKaren-189_money-1-1,ProtoKaren-189_money-1,*hrunᴬ,2294,false,expert,,,,,1
ProtoKaren-190_monitorlizardland-1-1,ProtoKaren-190_monitorlizardland-1,*khwoɁᴰ,2302,false,expert,,,,,1
ProtoKaren-191_monitorlizardwater-1-1,ProtoKaren-191_monitorlizardwater-1,*treᴬ,2311,false,expert,,,,,1
ProtoKaren-192_monkey-1-1,ProtoKaren-192_monkey-1,*joɁᴰ,2320,false,expert,,,,,1
ProtoKaren-193_moonmonth-1-1,ProtoKaren-193_moonmonth-1,*Ɂlaᴬ,2328,false,expert,,,,,1
ProtoKaren-194_motherfemaleofanimals-1-1,ProtoKaren-194_motherfemaleofanimals-1,*məᴮ,2341,false,expert,,,,,1
ProtoKaren-195_mouserat-1-1,ProtoKaren-195_mouserat-1,*jowᴮ,2349,false,expert,,,,,1
ProtoKaren-196_mynah-1-1,ProtoKaren-196_mynah-1,*s-raNᴮ,2363,false,expert,,,,,1
ProtoKaren-196_mynah-1-2,ProtoKaren-196_mynah-1,*s-raNᴮ,2362,false,expert,,,,,2
ProtoKaren-197_nail-1-1,ProtoKaren-197_nail-1,*hmejᴮ,2372,false,expert,,,,,1
ProtoKaren-198_name-1-1,ProtoKaren-198_name-1,*minᴬ,2388,false,expert,,,,,1
ProtoKaren-199_narrow-1-1,ProtoKaren-199_narrow-1,*Ɂjɛnᴮ,2401,false,expert,,,,,1
ProtoKaren-200_navelumbilicalcord-1-1,ProtoKaren-200_navelumbilicalcord-1,*Ɂdeᴬ,2413,false,expert,,,,,1
ProtoKaren-201_neckcheek-1-1,ProtoKaren-201_neckcheek-1,*Ɂbɔᴬ_*boɁ²,2429,false,expert,,,,,1
